Date,Open,High,Low,Close,Volume
2010-06-30,227.25,228.69,222.14,222.25,
2010-07-01,222.42,223.98,216.6,219.53,
2010-07-02,220.59,220.92,217.78,218.06,
2010-07-06,221.78,223.61,216.6,217.82,
2010-07-07,218.94,225.42,217.47,224.87,
2010-07-08,226.55,228.44,224.61,228.05,
2010-07-09,235.74,236.39,231.16,233.51,
2010-07-12,235.95,239.48,235.3,237.68,
2010-07-13,240.88,246.25,239.9,244.36,
2010-07-14,244.7,246.67,242.99,245.42,
2010-07-15,245.62,247.1,241.1,246.76,
2010-07-16,234.32,235.04,229.53,229.57,
2010-07-19,230.27,234.59,228.53,232.86,
2010-07-20,230.28,241.25,230.07,240.55,
2010-07-21,241.76,242.61,237.48,238.51,
2010-07-22,241.37,244.25,241.0,242.16,
2010-07-23,240.14,245.05,239.76,244.78,
2010-07-26,244.3,245.13,242.2,244.24,
2010-07-27,245.04,248.5,244.84,246.07,
2010-07-28,247.22,247.38,241.09,241.93,
2010-07-29,242.73,244.2,239.43,242.25,
2010-07-30,239.59,243.44,239.33,242.18,
2010-08-02,244.25,246.39,243.23,244.96,
2010-08-03,245.0,245.98,243.14,244.67,
2010-08-04,245.84,253.25,245.28,252.91,
2010-08-05,252.69,254.05,251.53,253.8,
2010-08-06,252.45,252.62,247.78,249.86,
2010-08-09,250.87,252.5,250.43,252.42,
2010-08-10,250.92,252.75,249.04,251.6,
2010-08-11,248.62,248.75,245.5,245.62,
2010-08-12,241.73,247.13,241.01,245.76,
2010-08-13,244.26,245.35,242.76,242.93,
2010-08-16,241.6,244.69,240.01,242.55,
2010-08-17,244.02,247.1,242.77,245.01,
2010-08-18,244.97,245.19,240.53,240.83,
2010-08-19,240.26,241.01,233.39,233.75,
2010-08-20,233.75,235.56,230.28,230.78,
2010-08-23,230.52,233.89,228.64,231.8,
2010-08-24,228.62,228.96,225.23,225.47,
2010-08-25,224.78,228.68,224.78,227.08,
2010-08-26,227.8,228.4,224.99,225.26,
2010-08-27,226.05,229.77,223.6,229.19,
2010-08-30,229.34,229.65,225.98,226.12,
2010-08-31,224.83,227.21,223.78,224.78,
2010-09-01,227.26,232.24,226.02,229.94,
2010-09-02,231.19,231.98,229.92,231.36,
2010-09-03,235.02,235.7,233.49,234.91,
2010-09-07,232.02,233.56,231.28,231.97,
2010-09-08,232.36,236.01,232.02,235.05,
2010-09-09,238.68,239.96,235.05,237.85,
2010-09-10,239.27,239.66,237.3,237.83,
2010-09-13,240.21,241.93,239.53,240.89,
2010-09-14,240.76,242.13,239.8,239.97,
2010-09-15,239.74,240.7,239.01,240.08,
2010-09-16,239.74,240.98,239.47,240.29,
2010-09-17,241.63,245.35,240.35,244.83,
2010-09-20,246.0,254.95,245.78,253.89,
2010-09-21,254.59,259.73,254.2,256.47,
2010-09-22,256.17,258.63,255.58,257.74,
2010-09-23,257.05,259.58,255.39,256.48,
2010-09-24,260.61,263.65,258.87,263.38,
2010-09-27,264.16,268.16,264.16,264.94,
2010-09-28,266.47,266.53,258.97,263.32,
2010-09-29,263.66,266.2,262.09,263.58,
2010-09-30,264.32,265.67,259.2,262.63,
2010-10-01,264.74,265.04,261.24,262.55,
2010-10-04,262.21,263.86,259.17,260.91,
2010-10-05,263.93,269.73,263.01,268.85,
2010-10-06,269.36,269.7,264.71,266.91,
2010-10-07,267.84,268.33,264.31,264.74,
2010-10-08,266.12,268.53,263.55,267.91,
2010-10-11,268.97,272.03,268.32,269.15,
2010-10-12,269.79,272.72,268.63,270.42,
2010-10-13,273.23,273.47,270.89,271.38,
2010-10-14,271.82,272.35,268.29,270.19,
2010-10-15,299.34,300.52,295.5,300.42,
2010-10-18,299.97,309.54,299.97,308.55,
2010-10-19,304.12,307.1,301.13,303.61,
2010-10-20,303.77,308.38,303.45,303.69,
2010-10-21,305.45,307.69,302.7,305.69,
2010-10-22,305.65,307.1,304.72,305.96,
2010-10-25,307.49,312.06,307.18,307.94,
2010-10-26,306.24,310.3,305.21,308.99,
2010-10-27,307.58,309.69,305.86,307.93,
2010-10-28,309.71,310.19,306.34,308.98,
2010-10-29,308.23,309.19,306.19,306.54,
2010-11-01,307.56,310.02,305.3,307.19,
2010-11-02,309.03,309.69,306.98,307.49,
2010-11-03,308.44,310.6,306.44,309.78,
2010-11-04,312.01,314.65,310.74,311.82,
2010-11-05,311.28,312.43,310.24,312.23,
2010-11-08,311.7,314.43,311.25,313.07,
2010-11-09,314.68,315.11,309.94,312.1,
2010-11-10,310.73,311.19,308.45,311.13,
2010-11-11,309.54,309.62,306.8,308.29,
2010-11-12,306.69,308.14,300.3,301.34,
2010-11-15,301.24,301.7,296.73,297.44,
2010-11-16,296.08,298.65,291.43,291.57,
2010-11-17,292.21,294.46,290.39,291.48,
2010-11-18,294.21,299.69,293.99,297.98,
2010-11-19,298.2,298.65,294.87,295.12,
2010-11-22,293.44,296.42,291.08,295.31,
2010-11-23,293.21,294.21,288.81,291.21,
2010-11-24,293.36,298.0,293.23,297.19,
2010-11-26,294.93,296.19,293.21,294.7,
2010-11-29,294.29,294.61,289.69,290.76,
2010-11-30,286.87,286.87,276.38,277.58,
2010-12-01,281.22,285.5,280.92,281.89,
2010-12-02,284.05,286.38,282.39,285.62,
2010-12-03,284.44,287.95,283.72,286.21,
2010-12-06,289.99,290.71,288.02,288.89,
2010-12-07,295.34,296.2,292.71,293.28,
2010-12-08,295.69,295.96,291.55,294.97,
2010-12-09,296.64,297.49,294.21,295.45,
2010-12-10,296.27,296.7,294.85,295.81,
2010-12-13,298.26,301.2,296.75,297.01,
2010-12-14,298.25,298.85,295.94,297.16,
2010-12-15,296.8,297.93,294.28,294.85,
2010-12-16,296.13,296.59,293.74,295.56,
2010-12-17,295.2,295.98,293.54,295.1,
2010-12-20,297.03,298.64,294.03,297.23,
2010-12-21,298.99,302.06,298.51,301.23,
2010-12-22,301.7,303.2,301.34,302.44,
2010-12-23,302.37,302.7,300.71,301.81,
2010-12-27,301.07,301.59,299.45,300.89,
2010-12-28,300.72,301.63,298.71,299.16,
2010-12-29,300.7,300.9,299.16,300.2,
2010-12-30,298.7,300.37,298.4,299.13,
2010-12-31,298.07,298.91,295.72,296.69,
2011-01-03,297.94,302.49,297.94,301.87,
2011-01-04,302.51,302.79,299.76,300.76,
2011-01-05,299.73,304.86,299.72,304.23,
2011-01-06,305.03,308.91,304.72,306.44,
2011-01-07,307.65,308.82,304.76,307.91,
2011-01-10,307.09,307.39,303.98,306.8,
2011-01-11,308.55,309.09,306.94,307.7,
2011-01-12,309.37,309.37,307.08,308.13,
2011-01-13,308.18,309.53,306.77,308.04,
2011-01-14,308.39,311.82,308.23,311.78,
2011-01-18,312.72,320.67,312.32,319.5,
2011-01-19,320.74,321.16,314.52,315.56,
2011-01-20,315.79,316.72,311.33,313.07,
2011-01-21,319.47,320.54,305.37,305.61,
2011-01-24,303.48,305.94,300.31,305.23,
2011-01-25,303.8,310.03,302.96,309.65,
2011-01-26,309.85,310.93,307.33,307.94,
2011-01-27,308.64,309.54,306.32,308.09,
2011-01-28,309.23,309.87,299.58,300.19,
2011-01-31,301.5,301.93,297.48,299.88,
2011-02-01,301.94,306.37,301.25,305.21,
2011-02-02,305.19,306.86,303.46,305.69,
2011-02-03,304.44,305.42,302.76,304.77,
2011-02-04,304.77,305.42,303.0,305.18,
2011-02-07,304.78,308.89,304.3,306.84,
2011-02-08,307.16,309.5,306.95,308.88,
2011-02-09,308.13,309.42,305.86,307.94,
2011-02-10,306.64,308.44,305.47,307.91,
2011-02-11,306.59,312.19,306.19,311.94,
2011-02-14,311.36,314.5,309.71,313.76,
2011-02-15,313.35,314.73,311.24,311.76,
2011-02-16,312.5,312.94,310.74,311.8,
2011-02-17,310.31,313.31,309.83,312.32,
2011-02-18,312.69,315.27,311.78,314.72,
2011-02-22,309.7,312.15,303.58,304.8,
2011-02-23,304.86,307.04,301.7,305.35,
2011-02-24,305.39,306.24,300.37,304.11,
2011-02-25,305.62,307.05,304.45,304.71,
2011-02-28,304.7,307.94,303.7,306.39,
2011-03-01,308.58,309.3,299.35,300.08,
2011-03-02,299.6,302.7,297.3,300.09,
2011-03-03,302.89,305.44,302.2,304.48,
2011-03-04,303.86,304.19,299.8,300.01,
2011-03-07,299.97,301.54,293.21,295.53,
2011-03-08,296.17,298.69,294.8,295.86,
2011-03-09,295.2,296.96,292.58,295.59,
2011-03-10,292.43,293.02,289.44,289.86,
2011-03-11,288.82,289.71,286.38,288.07,
2011-03-14,286.11,288.86,283.73,284.71,
2011-03-15,278.47,285.21,277.47,284.5,
2011-03-16,283.72,284.61,275.36,278.27,
2011-03-17,281.96,284.22,279.99,280.4,
2011-03-18,282.04,283.71,279.59,280.25,
2011-03-21,284.82,289.61,284.23,287.96,
2011-03-22,288.35,289.33,285.97,288.37,
2011-03-23,287.31,290.93,285.71,290.79,
2011-03-24,292.42,293.9,289.11,293.15,
2011-03-25,293.15,293.16,289.33,289.58,
2011-03-28,290.74,292.2,287.07,287.39,
2011-03-29,287.71,290.65,286.22,290.57,
2011-03-30,291.9,292.46,290.0,290.63,
2011-03-31,291.21,293.79,290.58,293.09,
2011-04-01,294.09,297.3,294.09,295.6,
2011-04-04,296.2,297.07,291.26,293.55,
2011-04-05,290.25,290.45,282.56,284.26,
2011-04-06,285.8,287.29,283.72,286.8,
2011-04-07,287.58,290.03,286.81,289.71,
2011-04-08,292.15,292.15,288.74,288.79,
2011-04-11,287.81,288.76,286.21,288.4,
2011-04-12,287.21,288.17,283.74,285.02,
2011-04-13,287.47,288.51,285.59,287.85,
2011-04-14,287.31,289.44,285.76,288.97,
2011-04-15,272.37,272.6,264.76,265.08,
2011-04-18,262.95,263.57,259.24,263.16,
2011-04-19,264.71,265.17,260.19,260.5,
2011-04-20,262.69,263.15,260.43,262.6,
2011-04-21,263.48,263.88,260.93,262.29,
2011-04-25,262.36,263.24,260.74,262.26,
2011-04-26,263.0,268.45,262.34,266.14,
2011-04-27,268.73,268.79,266.91,268.61,
2011-04-28,268.76,269.35,266.77,268.72,
2011-04-29,269.73,271.78,268.99,271.78,
2011-05-02,272.58,272.59,268.29,269.01,
2011-05-03,268.3,270.73,264.55,266.68,
2011-05-04,267.32,269.23,266.24,267.63,
2011-05-05,266.66,269.44,265.48,266.87,
2011-05-06,268.81,270.46,267.32,267.38,
2011-05-09,267.23,268.98,265.28,268.57,
2011-05-10,269.73,271.94,268.5,271.06,
2011-05-11,269.8,271.5,266.58,267.46,
2011-05-12,267.35,268.2,265.19,267.26,
2011-05-13,267.04,267.69,264.26,264.51,
2011-05-16,262.89,263.37,257.94,258.95,
2011-05-17,257.46,265.34,257.26,264.96,
2011-05-18,264.51,264.9,262.59,264.64,
2011-05-19,266.1,268.0,264.6,265.36,
2011-05-20,265.63,265.73,261.3,261.75,
2011-05-23,258.04,259.74,256.44,258.94,
2011-05-24,259.92,261.72,258.82,258.87,
2011-05-25,258.41,261.12,258.37,259.58,
2011-05-26,258.59,260.8,257.24,258.81,
2011-05-27,258.98,260.63,257.89,260.19,
2011-05-31,262.24,264.26,261.49,264.25,
2011-06-01,263.76,266.33,262.39,262.54,
2011-06-02,263.52,264.88,260.98,263.77,
2011-06-03,260.74,263.54,260.49,261.28,
2011-06-06,262.66,263.15,259.37,260.27,
2011-06-07,261.18,262.05,259.24,259.26,
2011-06-08,258.01,260.36,257.63,259.33,
2011-06-09,259.74,259.74,257.56,258.11,
2011-06-10,256.78,258.09,254.39,254.5,
2011-06-13,254.74,254.84,250.83,252.11,
2011-06-14,253.82,256.78,253.24,253.93,
2011-06-15,252.26,253.92,250.05,251.22,
2011-06-16,251.15,253.81,248.09,249.93,
2011-06-17,252.84,253.09,242.16,242.27,
2011-06-20,242.26,242.87,239.38,242.05,
2011-06-21,243.35,246.72,242.12,246.25,
2011-06-22,245.48,245.93,243.12,243.26,
2011-06-23,240.82,241.19,236.63,239.87,
2011-06-24,240.1,240.13,236.27,237.2,
2011-06-27,236.8,244.0,236.6,241.2,
2011-06-28,241.77,247.86,241.77,246.58,
2011-06-29,248.02,249.87,245.94,248.54,
2011-06-30,250.74,253.08,250.5,252.94,
2011-07-01,253.12,260.33,252.94,260.25,
2011-07-05,262.39,267.43,262.39,265.95,
2011-07-06,266.48,268.99,266.25,267.41,
2011-07-07,270.23,275.06,267.67,273.03,
2011-07-08,266.21,268.56,263.37,265.73,
2011-07-11,263.83,267.72,262.49,263.38,
2011-07-12,263.82,269.44,262.74,266.74,
2011-07-13,268.23,271.73,267.97,268.86,
2011-07-14,269.29,270.73,263.1,264.21,
2011-07-15,298.45,299.82,293.79,298.51,
2011-07-18,295.95,300.72,295.7,297.17,
2011-07-19,297.77,302.04,297.47,300.97,
2011-07-20,300.79,301.11,297.38,297.38,
2011-07-21,296.72,303.73,296.71,303.19,
2011-07-22,302.39,309.44,301.83,308.81,
2011-07-25,306.37,312.39,306.19,309.18,
2011-07-26,308.72,313.44,308.3,310.95,
2011-07-27,308.28,310.16,302.07,303.31,
2011-07-28,302.29,307.68,301.2,305.16,
2011-07-29,301.81,307.17,301.54,301.54,
2011-08-01,305.3,307.44,299.29,303.08,
2011-08-02,302.7,299.11,291.52,296.77,
2011-08-03,296.74,301.2,291.52,300.28,
2011-08-04,296.95,299.13,288.45,288.47,
2011-08-05,290.98,294.7,280.72,289.23,
2011-08-08,281.21,284.22,271.9,272.74,
2011-08-09,280.22,287.02,270.23,286.42,
2011-08-10,280.41,281.78,273.59,274.23,
2011-08-11,276.63,283.97,273.93,280.78,
2011-08-12,284.47,284.96,279.92,281.6,
2011-08-15,276.44,282.21,272.75,278.34,
2011-08-16,275.94,275.94,264.88,269.23,
2011-08-17,269.74,271.57,265.12,266.31,
2011-08-18,261.47,262.18,249.99,252.19,
2011-08-19,249.42,257.18,245.18,245.21,
2011-08-22,251.75,253.25,247.02,248.84,
2011-08-23,251.5,260.44,249.28,259.15,
2011-08-24,259.41,264.74,258.36,261.38,
2011-08-25,264.92,268.37,258.89,259.76,
2011-08-26,259.74,264.96,256.31,263.17,
2011-08-29,267.01,269.46,266.51,269.27,
2011-08-30,268.83,271.22,265.14,270.08,
2011-08-31,272.1,272.88,267.73,270.21,
2011-09-01,270.1,271.64,265.34,265.98,
2011-09-02,261.97,263.7,260.1,262.16,
2011-09-06,255.14,261.12,254.99,260.83,
2011-09-07,264.96,267.7,263.44,266.75,
2011-09-08,266.63,269.28,265.68,267.21,
2011-09-09,265.43,267.06,260.33,262.16,
2011-09-12,258.72,265.73,258.49,264.79,
2011-09-13,265.73,266.67,261.44,264.5,
2011-09-14,266.03,268.21,262.65,265.77,
2011-09-15,267.48,272.22,267.01,271.01,
2011-09-16,272.13,273.15,271.3,273.07,
2011-09-19,269.9,274.68,267.42,273.06,
2011-09-20,274.42,278.98,271.06,273.04,
2011-09-21,273.57,277.22,269.16,269.33,
2011-09-22,262.86,264.12,256.74,260.07,
2011-09-23,258.02,262.95,256.99,262.49,
2011-09-26,263.36,266.2,256.37,265.68,
2011-09-27,268.83,273.25,267.76,269.4,
2011-09-28,270.48,271.74,263.59,264.16,
2011-09-29,267.75,268.38,259.45,263.49,
2011-09-30,259.84,261.74,256.93,257.26,
2011-10-03,254.67,255.74,247.25,247.51,
2011-10-04,244.77,251.47,240.06,250.7,
2011-10-05,247.93,253.65,240.14,252.1,
2011-10-06,253.5,257.36,251.05,257.1,
2011-10-07,258.16,259.99,254.89,257.3,
2011-10-10,262.33,268.47,261.34,268.32,
2011-10-11,266.46,273.13,266.46,271.32,
2011-10-12,273.79,277.34,272.04,273.98,
2011-10-13,274.74,279.22,273.74,279.22,
2011-10-14,299.44,299.5,293.49,295.54,
2011-10-17,291.57,295.62,288.71,290.91,
2011-10-18,289.8,295.98,288.41,294.96,
2011-10-19,293.38,295.73,289.32,290.06,
2011-10-20,290.66,294.15,289.47,291.54,
2011-10-21,294.46,296.08,293.06,294.95,
2011-10-24,293.07,299.69,292.96,297.91,
2011-10-25,296.25,297.2,291.13,291.29,
2011-10-26,294.48,294.79,286.14,292.86,
2011-10-27,298.91,301.05,296.35,299.04,
2011-10-28,296.96,300.85,296.83,299.77,
2011-10-31,297.25,299.55,295.54,296.02,
2011-11-01,289.76,292.46,288.09,289.04,
2011-11-02,292.16,293.69,289.95,292.12,
2011-11-03,293.21,298.45,291.57,298.45,
2011-11-04,296.45,299.57,295.92,297.77,
2011-11-07,296.36,304.09,295.82,303.86,
2011-11-08,304.2,306.88,301.5,305.86,
2011-11-09,301.83,304.39,299.03,300.17,
2011-11-10,302.66,302.67,295.48,297.24,
2011-11-11,300.35,305.74,299.0,303.87,
2011-11-14,303.7,308.73,303.59,306.19,
2011-11-15,306.09,308.73,304.94,307.97,
2011-11-16,305.73,308.84,305.0,305.43,
2011-11-17,304.72,305.84,298.09,300.13,
2011-11-18,300.7,301.95,296.58,297.14,
2011-11-21,293.59,293.96,285.76,290.18,
2011-11-22,289.71,292.19,287.33,289.71,
2011-11-23,287.39,289.83,284.77,284.77,
2011-11-25,282.31,286.85,280.38,281.22,
2011-11-28,289.4,294.12,287.96,293.8,
2011-11-29,293.65,294.88,290.37,291.17,
2011-11-30,298.68,299.46,295.75,299.4,
2011-12-01,299.7,307.69,299.2,306.58,
2011-12-02,308.22,311.69,307.82,309.87,
2011-12-05,313.51,315.63,310.89,312.51,
2011-12-06,311.18,314.0,309.81,311.57,
2011-12-07,310.53,312.52,308.74,311.38,
2011-12-08,310.21,313.41,307.34,307.72,
2011-12-09,308.69,314.25,308.2,313.4,
2011-12-12,310.63,312.78,309.83,312.38,
2011-12-13,314.07,317.96,311.11,312.5,
2011-12-14,310.61,311.85,305.94,308.73,
2011-12-15,310.95,311.69,309.04,309.46,
2011-12-16,311.85,314.35,310.42,312.67,
2011-12-19,313.69,313.94,309.69,310.6,
2011-12-20,313.69,315.6,313.68,314.87,
2011-12-21,314.69,315.59,309.17,312.6,
2011-12-22,313.66,315.55,313.19,314.54,
2011-12-23,315.68,317.02,314.96,316.25,
2011-12-27,315.71,321.92,315.68,319.8,
2011-12-28,321.05,322.18,318.73,319.53,
2011-12-29,320.42,321.18,317.28,320.88,
2011-12-30,320.69,323.06,320.69,322.63,
2012-01-03,326.14,333.74,325.86,332.37,
2012-01-04,332.18,334.79,329.98,333.81,
2012-01-05,330.73,331.65,327.79,329.18,
2012-01-06,329.25,329.67,324.57,324.68,
2012-01-09,322.93,323.18,310.3,310.92,
2012-01-10,314.56,316.58,308.15,311.26,
2012-01-11,311.44,314.38,310.25,312.67,
2012-01-12,315.29,316.13,312.94,314.51,
2012-01-13,312.82,313.16,310.22,312.18,
2012-01-17,315.67,315.67,312.53,313.98,
2012-01-18,313.0,316.68,310.75,316.14,
2012-01-19,320.17,320.17,315.41,319.47,
2012-01-20,294.97,295.2,290.56,292.7,
2012-01-23,292.71,294.04,291.29,292.47,
2012-01-24,292.87,293.55,288.71,290.17,
2012-01-25,288.47,289.07,282.91,284.46,
2012-01-26,285.7,286.95,281.99,283.77,
2012-01-27,285.1,289.87,284.38,289.7,
2012-01-30,288.74,289.71,286.41,288.56,
2012-01-31,291.21,291.71,287.29,289.76,
2012-02-01,292.18,292.46,289.28,290.12,
2012-02-02,292.14,292.91,290.75,292.26,
2012-02-03,295.03,298.24,293.73,297.87,
2012-02-06,297.21,305.11,296.71,304.24,
2012-02-07,303.27,304.39,301.58,303.08,
2012-02-08,304.02,305.37,302.07,304.62,
2012-02-09,305.7,306.94,304.2,305.42,
2012-02-10,303.64,303.76,301.7,302.65,
2012-02-13,304.94,306.61,304.7,305.79,
2012-02-14,305.46,305.69,302.08,304.58,
2012-02-15,306.16,306.16,300.98,302.48,
2012-02-16,301.11,304.1,298.57,302.96,
2012-02-17,302.18,303.51,300.9,302.02,
2012-02-21,301.63,308.63,301.14,306.69,
2012-02-22,305.67,308.08,303.05,303.67,
2012-02-23,303.2,303.67,299.87,302.75,
2012-02-24,303.37,305.52,302.45,304.65,
2012-02-27,302.99,305.87,302.23,304.35,
2012-02-28,304.7,309.58,303.54,308.89,
2012-02-29,308.99,312.49,307.44,308.82,
2012-03-01,310.82,312.54,308.77,310.89,
2012-03-02,310.69,311.69,309.85,310.31,
2012-03-05,309.9,310.93,305.38,306.82,
2012-03-06,303.72,304.1,296.62,302.18,
2012-03-07,304.22,305.29,302.63,303.1,
2012-03-08,304.71,305.44,302.87,303.27,
2012-03-09,303.67,305.64,299.7,299.82,
2012-03-12,299.7,303.2,299.33,302.27,
2012-03-13,304.07,308.62,302.47,308.58,
2012-03-14,307.19,311.08,306.42,307.69,
2012-03-15,307.99,311.44,307.11,310.25,
2012-03-16,310.14,312.64,309.72,312.21,
2012-03-19,311.25,318.32,310.31,316.67,
2012-03-20,315.14,317.71,313.32,316.43,
2012-03-21,316.99,323.37,315.94,319.67,
2012-03-22,318.93,324.08,315.18,322.7,
2012-03-23,322.98,323.93,320.13,320.97,
2012-03-26,322.18,324.42,319.45,324.34,
2012-03-27,323.19,326.42,322.08,323.19,
2012-03-28,325.69,328.96,325.21,327.55,
2012-03-29,326.39,327.97,321.83,323.88,
2012-03-30,325.55,326.42,320.18,320.3,
2012-04-02,320.06,323.43,317.1,323.14,
2012-04-03,322.38,323.65,319.0,320.99,
2012-04-04,318.91,319.18,315.23,317.26,
2012-04-05,315.8,317.9,313.97,315.84,
2012-04-09,313.93,317.35,312.33,315.1,
2012-04-10,316.44,316.93,311.96,313.12,
2012-04-11,316.67,317.68,315.33,317.66,
2012-04-12,320.85,326.24,319.81,325.18,
2012-04-13,323.45,324.17,311.46,311.99,
2012-04-16,311.19,311.59,300.53,302.73,
2012-04-17,303.98,308.54,303.2,304.48,
2012-04-18,303.72,306.09,301.1,303.42,
2012-04-19,302.54,307.82,299.2,299.35,
2012-04-20,301.82,304.12,297.62,297.73,
2012-04-23,296.15,298.93,294.8,298.5,
2012-04-24,298.82,303.01,298.36,300.33,
